REGION,FUEL,YEAR,VALUE
REGION1,CRU,2025,0
REGION1,DSL,2025,0
REGION1,ELCB01,2025,0
REGION1,ELCB02,2025,0
REGION1,GEO,2025,0
REGION1,GSL,2025,0
REGION1,HFO,2025,0
REGION1,HYD,2025,0
REGION1,INDBIO,2025,162.14
REGION1,INDDSL,2025,108.15
REGION1,INDELCB02,2025,0
REGION1,INDNGS,2025,242.83
REGION1,JFL,2025,0
REGION1,KER,2025,0
REGION1,LALFHIBC1,2025,0
REGION1,LALFHRBC1,2025,0
REGION1,LALFIIBC1,2025,0
REGION1,LALFIRBC1,2025,0
REGION1,LALFLRBC1,2025,0
REGION1,LBARBC1,2025,0
REGION1,LBC1,2025,0
REGION1,LBLTBC1,2025,0
REGION1,LBRLHIBC1,2025,0
REGION1,LBRLHRBC1,2025,0
REGION1,LBRLIIBC1,2025,0
REGION1,LBRLIRBC1,2025,0
REGION1,LBRLLRBC1,2025,0
REGION1,LFORBC1,2025,0
REGION1,LGRSBC1,2025,0
REGION1,LMAIHIBC1,2025,0
REGION1,LMAIHRBC1,2025,0
REGION1,LMAIIIBC1,2025,0
REGION1,LMAIIRBC1,2025,0
REGION1,LMAILRBC1,2025,0
REGION1,LND4PWR,2025,3.8964
REGION1,LOATHIBC1,2025,0
REGION1,LOATHRBC1,2025,0
REGION1,LOATIIBC1,2025,0
REGION1,LOATIRBC1,2025,0
REGION1,LOATLRBC1,2025,0
REGION1,LOTHBC1,2025,0
REGION1,LOTHHIBC1,2025,0
REGION1,LOTHHRBC1,2025,0
REGION1,LOTHIIBC1,2025,0
REGION1,LOTHIRBC1,2025,0
REGION1,LOTHLRBC1,2025,0
REGION1,LPEAHIBC1,2025,0
REGION1,LPEAHRBC1,2025,0
REGION1,LPEAIIBC1,2025,0
REGION1,LPEAIRBC1,2025,0
REGION1,LPEALRBC1,2025,0
REGION1,LPG,2025,0
REGION1,LPTWHIBC1,2025,0
REGION1,LPTWHRBC1,2025,0
REGION1,LPTWIIBC1,2025,0
REGION1,LPTWIRBC1,2025,0
REGION1,LPTWLRBC1,2025,0
REGION1,LRAPHIBC1,2025,0
REGION1,LRAPHRBC1,2025,0
REGION1,LRAPIIBC1,2025,0
REGION1,LRAPIRBC1,2025,0
REGION1,LRAPLRBC1,2025,0
REGION1,LRYEHIBC1,2025,0
REGION1,LRYEHRBC1,2025,0
REGION1,LRYEIIBC1,2025,0
REGION1,LRYEIRBC1,2025,0
REGION1,LRYELRBC1,2025,0
REGION1,LWATBC1,2025,0
REGION1,LWHEHIBC1,2025,0
REGION1,LWHEHRBC1,2025,0
REGION1,LWHEIIBC1,2025,0
REGION1,LWHEIRBC1,2025,0
REGION1,LWHELRBC1,2025,0
REGION1,NGS,2025,0
REGION1,PUBWATBC1,2025,0.89
REGION1,PWRBIO,2025,0
REGION1,PWRGEO,2025,0
REGION1,PWRHYD,2025,0
REGION1,PWRNGS,2025,0
REGION1,PWRSOL,2025,0
REGION1,PWRURN,2025,0
REGION1,PWRWATBC1,2025,0
REGION1,PWRWND,2025,0
REGION1,RESBIO,2025,14.26
REGION1,RESELCB02,2025,0
REGION1,RESKER,2025,0.87
REGION1,RESNGS,2025,89.07
REGION1,SOL,2025,0
REGION1,TRABIO,2025,21.82
REGION1,TRADSL,2025,93.41
REGION1,TRAELCB02,2025,0
REGION1,TRAGSL,2025,140.26
REGION1,TRAHFO,2025,9.59
REGION1,TRAJFL,2025,39.17
REGION1,TRALPG,2025,2.96
REGION1,TRANGS,2025,3.55
REGION1,URN,2025,0
REGION1,WND,2025,0
REGION1,WTREVTBC1,2025,0
REGION1,WTRGRCBC1,2025,0
REGION1,WTRPRCBC1,2025,0
REGION1,WTRSURBC1,2025,0
REGION1,AGRDSL,2026,18.766
REGION1,AGRELCB02,2026,0
REGION1,AGRNGS,2026,0
REGION1,AGRWATBC1,2026,0
REGION1,BIO,2026,0
REGION1,COA,2026,0
REGION1,COMBIO,2026,0.4
REGION1,COMELCB02,2026,0
REGION1,COMKER,2026,11.65
REGION1,COMNGS,2026,87.17
REGION1,CRPALF,2026,1.443
REGION1,CRPBAR,2026,0.073
REGION1,CRPMAI,2026,0.625
REGION1,CRPOAT,2026,0.073
REGION1,CRPOTH,2026,0.324
REGION1,CRPPEA,2026,0.038
REGION1,CRPPTW,2026,0.00013
REGION1,CRPRAP,2026,0.091
REGION1,CRPRYE,2026,0.0024
REGION1,CRPWHE,2026,0.082
REGION1,CRU,2026,0
REGION1,DSL,2026,0
REGION1,ELCB01,2026,0
REGION1,ELCB02,2026,0
REGION1,GEO,2026,0
REGION1,GSL,2026,0
REGION1,HFO,2026,0
REGION1,HYD,2026,0
REGION1,INDBIO,2026,161.92
REGION1,INDDSL,2026,109.45
REGION1,INDELCB02,2026,0
REGION1,INDNGS,2026,275.13
REGION1,JFL,2026,0
REGION1,KER,2026,0
REGION1,LALFHIBC1,2026,0
REGION1,LALFHRBC1,2026,0
REGION1,LALFIIBC1,2026,0
REGION1,LALFIRBC1,2026,0
REGION1,LALFLRBC1,2026,0
REGION1,LBARBC1,2026,0
REGION1,LBC1,2026,0
REGION1,LBLTBC1,2026,0
REGION1,LBRLHIBC1,2026,0
REGION1,LBRLHRBC1,2026,0
REGION1,LBRLIIBC1,2026,0
REGION1,LBRLIRBC1,2026,0
REGION1,LBRLLRBC1,2026,0
REGION1,LFORBC1,2026,0
REGION1,LGRSBC1,2026,0
REGION1,LMAIHIBC1,2026,0
REGION1,LMAIHRBC1,2026,0
REGION1,LMAIIIBC1,2026,0
REGION1,LMAIIRBC1,2026,0
REGION1,LMAILRBC1,2026,0
REGION1,LND4PWR,2026,3.9393
REGION1,LOATHIBC1,2026,0
REGION1,LOATHRBC1,2026,0
REGION1,LOATIIBC1,2026,0
REGION1,LOATIRBC1,2026,0
REGION1,LOATLRBC1,2026,0
REGION1,LOTHBC1,2026,0
REGION1,LOTHHIBC1,2026,0
REGION1,LOTHHRBC1,2026,0
REGION1,LOTHIIBC1,2026,0
REGION1,LOTHIRBC1,2026,0
REGION1,LOTHLRBC1,2026,0
REGION1,LPEAHIBC1,2026,0
REGION1,LPEAHRBC1,2026,0
REGION1,LPEAIIBC1,2026,0
REGION1,LPEAIRBC1,2026,0
REGION1,LPEALRBC1,2026,0
REGION1,LPG,2026,0
REGION1,LPTWHIBC1,2026,0
REGION1,LPTWHRBC1,2026,0
REGION1,LPTWIIBC1,2026,0
REGION1,LPTWIRBC1,2026,0
REGION1,LPTWLRBC1,2026,0
REGION1,LRAPHIBC1,2026,0
REGION1,LRAPHRBC1,2026,0
REGION1,LRAPIIBC1,2026,0
REGION1,LRAPIRBC1,2026,0
REGION1,LRAPLRBC1,2026,0
REGION1,LRYEHIBC1,2026,0
REGION1,LRYEHRBC1,2026,0
REGION1,LRYEIIBC1,2026,0
REGION1,LRYEIRBC1,2026,0
REGION1,LRYELRBC1,2026,0
REGION1,LWATBC1,2026,0
REGION1,LWHEHIBC1,2026,0
REGION1,LWHEHRBC1,2026,0
REGION1,LWHEIIBC1,2026,0
REGION1,LWHEIRBC1,2026,0
REGION1,LWHELRBC1,2026,0
REGION1,NGS,2026,0
REGION1,PUBWATBC1,2026,0.9
REGION1,PWRBIO,2026,0
REGION1,PWRGEO,2026,0
REGION1,PWRHYD,2026,0
REGION1,PWRNGS,2026,0
REGION1,PWRSOL,2026,0
REGION1,PWRURN,2026,0
REGION1,PWRWATBC1,2026,0
REGION1,PWRWND,2026,0
REGION1,RESBIO,2026,14.51
REGION1,RESELCB02,2026,0
REGION1,RESKER,2026,0.88
REGION1,RESNGS,2026,90.33
REGION1,SOL,2026,0
REGION1,TRABIO,2026,21.65
REGION1,TRADSL,2026,93.19
REGION1,TRAELCB02,2026,0
REGION1,TRAGSL,2026,138.06
REGION1,TRAHFO,2026,9.45
REGION1,TRAJFL,2026,39.68
REGION1,TRALPG,2026,3.02
REGION1,TRANGS,2026,3.97
REGION1,URN,2026,0
REGION1,WND,2026,0
REGION1,WTREVTBC1,2026,0
REGION1,WTRGRCBC1,2026,0
REGION1,WTRPRCBC1,2026,0
REGION1,WTRSURBC1,2026,0
REGION1,AGRDSL,2027,19.43
REGION1,AGRELCB02,2027,0
REGION1,AGRNGS,2027,0
REGION1,AGRWATBC1,2027,0
REGION1,BIO,2027,0
REGION1,COA,2027,0
REGION1,COMBIO,2027,0.45
REGION1,COMELCB02,2027,0
REGION1,COMKER,2027,11.83
REGION1,COMNGS,2027,88.55
REGION1,CRPALF,2027,1.445
REGION1,CRPBAR,2027,0.076
REGION1,CRPMAI,2027,0.626
REGION1,CRPOAT,2027,0.074
REGION1,CRPOTH,2027,0.329
REGION1,CRPPEA,2027,0.04
REGION1,CRPPTW,2027,0.00013
REGION1,CRPRAP,2027,0.093
REGION1,CRPRYE,2027,0.0024
REGION1,CRPWHE,2027,0.083
REGION1,CRU,2027,0
REGION1,DSL,2027,0
REGION1,ELCB01,2027,0
REGION1,ELCB02,2027,0
REGION1,GEO,2027,0
REGION1,GSL,2027,0
REGION1,HFO,2027,0
REGION1,HYD,2027,0
REGION1,INDBIO,2027,161.82
REGION1,INDDSL,2027,110.63
REGION1,INDELCB02,2027,0
REGION1,INDNGS,2027,283.17
REGION1,JFL,2027,0
REGION1,KER,2027,0
REGION1,LALFHIBC1,2027,0
REGION1,LALFHRBC1,2027,0
REGION1,LALFIIBC1,2027,0
REGION1,LALFIRBC1,2027,0
REGION1,LALFLRBC1,2027,0
REGION1,LBARBC1,2027,0
REGION1,LBC1,2027,0
REGION1,LBLTBC1,2027,0
REGION1,LBRLHIBC1,2027,0
REGION1,LBRLHRBC1,2027,0
REGION1,LBRLIIBC1,2027,0
REGION1,LBRLIRBC1,2027,0
REGION1,LBRLLRBC1,2027,0
REGION1,LFORBC1,2027,0
REGION1,LGRSBC1,2027,0
REGION1,LMAIHIBC1,2027,0
REGION1,LMAIHRBC1,2027,0
REGION1,LMAIIIBC1,2027,0
REGION1,LMAIIRBC1,2027,0
REGION1,LMAILRBC1,2027,0
REGION1,LND4PWR,2027,3.9826
REGION1,LOATHIBC1,2027,0
REGION1,LOATHRBC1,2027,0
REGION1,LOATIIBC1,2027,0
REGION1,LOATIRBC1,2027,0
REGION1,LOATLRBC1,2027,0
REGION1,LOTHBC1,2027,0
REGION1,LOTHHIBC1,2027,0
REGION1,LOTHHRBC1,2027,0
REGION1,LOTHIIBC1,2027,0
REGION1,LOTHIRBC1,2027,0
REGION1,LOTHLRBC1,2027,0
REGION1,LPEAHIBC1,2027,0
REGION1,LPEAHRBC1,2027,0
REGION1,LPEAIIBC1,2027,0
REGION1,LPEAIRBC1,2027,0
REGION1,LPEALRBC1,2027,0
REGION1,LPG,2027,0
REGION1,LPTWHIBC1,2027,0
REGION1,LPTWHRBC1,2027,0
REGION1,LPTWIIBC1,2027,0
REGION1,LPTWIRBC1,2027,0
REGION1,LPTWLRBC1,2027,0
REGION1,LRAPHIBC1,2027,0
REGION1,LRAPHRBC1,2027,0
REGION1,LRAPIIBC1,2027,0
REGION1,LRAPIRBC1,2027,0
REGION1,LRAPLRBC1,2027,0
REGION1,LRYEHIBC1,2027,0
REGION1,LRYEHRBC1,2027,0
REGION1,LRYEIIBC1,2027,0
REGION1,LRYEIRBC1,2027,0
REGION1,LRYELRBC1,2027,0
REGION1,LWATBC1,2027,0
REGION1,LWHEHIBC1,2027,0
REGION1,LWHEHRBC1,2027,0
REGION1,LWHEIIBC1,2027,0
REGION1,LWHEIRBC1,2027,0
REGION1,LWHELRBC1,2027,0
REGION1,NGS,2027,0
REGION1,PUBWATBC1,2027,0.91
REGION1,PWRBIO,2027,0
REGION1,PWRGEO,2027,0
REGION1,PWRHYD,2027,0
REGION1,PWRNGS,2027,0
REGION1,PWRSOL,2027,0
REGION1,PWRURN,2027,0
REGION1,PWRWATBC1,2027,0
REGION1,PWRWND,2027,0
REGION1,RESBIO,2027,14.72
REGION1,RESELCB02,2027,0
REGION1,RESKER,2027,0.88
REGION1,RESNGS,2027,91.4
REGION1,SOL,2027,0
REGION1,TRABIO,2027,21.51
REGION1,TRADSL,2027,93.07
REGION1,TRAELCB02,2027,0
REGION1,TRAGSL,2027,135.99
REGION1,TRAHFO,2027,9.33
REGION1,TRAJFL,2027,40.21
REGION1,TRALPG,2027,3.07
REGION1,TRANGS,2027,4.43
REGION1,URN,2027,0
REGION1,WND,2027,0
REGION1,WTREVTBC1,2027,0
REGION1,WTRGRCBC1,2027,0
REGION1,WTRPRCBC1,2027,0
REGION1,WTRSURBC1,2027,0
REGION1,AGRDSL,2028,20.135
REGION1,AGRELCB02,2028,0
REGION1,AGRNGS,2028,0
REGION1,AGRWATBC1,2028,0
REGION1,BIO,2028,0
REGION1,COA,2028,0
REGION1,COMBIO,2028,0.49
REGION1,COMELCB02,2028,0
REGION1,COMKER,2028,12.03
REGION1,COMNGS,2028,89.37
REGION1,CRPALF,2028,1.447
REGION1,CRPBAR,2028,0.078
REGION1,CRPMAI,2028,0.645
REGION1,CRPOAT,2028,0.075
REGION1,CRPOTH,2028,0.336
REGION1,CRPPEA,2028,0.041
REGION1,CRPPTW,2028,0.00013
REGION1,CRPRAP,2028,0.094
REGION1,CRPRYE,2028,0.0024
REGION1,CRPWHE,2028,0.084
REGION1,CRU,2028,0
REGION1,DSL,2028,0
REGION1,ELCB01,2028,0
REGION1,ELCB02,2028,0
REGION1,GEO,2028,0
REGION1,GSL,2028,0
REGION1,HFO,2028,0
REGION1,HYD,2028,0
REGION1,INDBIO,2028,161.68
REGION1,INDDSL,2028,111.27
REGION1,INDELCB02,2028,0
REGION1,INDNGS,2028,284.61
REGION1,JFL,2028,0
REGION1,KER,2028,0
REGION1,LALFHIBC1,2028,0
REGION1,LALFHRBC1,2028,0
REGION1,LALFIIBC1,2028,0
REGION1,LALFIRBC1,2028,0
REGION1,LALFLRBC1,2028,0
REGION1,LBARBC1,2028,0
REGION1,LBC1,2028,0
REGION1,LBLTBC1,2028,0
REGION1,LBRLHIBC1,2028,0
REGION1,LBRLHRBC1,2028,0
REGION1,LBRLIIBC1,2028,0
REGION1,LBRLIRBC1,2028,0
REGION1,LBRLLRBC1,2028,0
REGION1,LFORBC1,2028,0
REGION1,LGRSBC1,2028,0
REGION1,LMAIHIBC1,2028,0
REGION1,LMAIHRBC1,2028,0
REGION1,LMAIIIBC1,2028,0
REGION1,LMAIIRBC1,2028,0
REGION1,LMAILRBC1,2028,0
REGION1,LND4PWR,2028,4.0264
REGION1,LOATHIBC1,2028,0
REGION1,LOATHRBC1,2028,0
REGION1,LOATIIBC1,2028,0
REGION1,LOATIRBC1,2028,0
REGION1,LOATLRBC1,2028,0
REGION1,LOTHBC1,2028,0
REGION1,LOTHHIBC1,2028,0
REGION1,LOTHHRBC1,2028,0
REGION1,LOTHIIBC1,2028,0
REGION1,LOTHIRBC1,2028,0
REGION1,LOTHLRBC1,2028,0
REGION1,LPEAHIBC1,2028,0
REGION1,LPEAHRBC1,2028,0
REGION1,LPEAIIBC1,2028,0
REGION1,LPEAIRBC1,2028,0
REGION1,LPEALRBC1,2028,0
REGION1,LPG,2028,0
REGION1,LPTWHIBC1,2028,0
REGION1,LPTWHRBC1,2028,0
REGION1,LPTWIIBC1,2028,0
REGION1,LPTWIRBC1,2028,0
REGION1,LPTWLRBC1,2028,0
REGION1,LRAPHIBC1,2028,0
REGION1,LRAPHRBC1,2028,0
REGION1,LRAPIIBC1,2028,0
REGION1,LRAPIRBC1,2028,0
REGION1,LRAPLRBC1,2028,0
REGION1,LRYEHIBC1,2028,0
REGION1,LRYEHRBC1,2028,0
REGION1,LRYEIIBC1,2028,0
REGION1,LRYEIRBC1,2028,0
REGION1,LRYELRBC1,2028,0
REGION1,LWATBC1,2028,0
REGION1,LWHEHIBC1,2028,0
REGION1,LWHEHRBC1,2028,0
REGION1,LWHEIIBC1,2028,0
REGION1,LWHEIRBC1,2028,0
REGION1,LWHELRBC1,2028,0
REGION1,NGS,2028,0
REGION1,PUBWATBC1,2028,0.92
REGION1,PWRBIO,2028,0
REGION1,PWRGEO,2028,0
REGION1,PWRHYD,2028,0
REGION1,PWRNGS,2028,0
REGION1,PWRSOL,2028,0
REGION1,PWRURN,2028,0
REGION1,PWRWATBC1,2028,0
REGION1,PWRWND,2028,0
REGION1,RESBIO,2028,14.94
REGION1,RESELCB02,2028,0
REGION1,RESKER,2028,0.88
REGION1,RESNGS,2028,92.48
REGION1,SOL,2028,0
REGION1,TRABIO,2028,21.34
REGION1,TRADSL,2028,92.45
REGION1,TRAELCB02,2028,0
REGION1,TRAGSL,2028,133.81
REGION1,TRAHFO,2028,9.2
REGION1,TRAJFL,2028,40.63
REGION1,TRALPG,2028,3.13
REGION1,TRANGS,2028,5.16
REGION1,URN,2028,0
REGION1,WND,2028,0
REGION1,WTREVTBC1,2028,0
REGION1,WTRGRCBC1,2028,0
REGION1,WTRPRCBC1,2028,0
REGION1,WTRSURBC1,2028,0
REGION1,AGRDSL,2029,20.724
REGION1,AGRELCB02,2029,0
REGION1,AGRNGS,2029,0
REGION1,AGRWATBC1,2029,0
REGION1,BIO,2029,0
REGION1,COA,2029,0
REGION1,COMBIO,2029,0.54
REGION1,COMELCB02,2029,0
REGION1,COMKER,2029,12.23
REGION1,COMNGS,2029,90.42
REGION1,CRPALF,2029,1.448
REGION1,CRPBAR,2029,0.079
REGION1,CRPMAI,2029,0.657
REGION1,CRPOAT,2029,0.077
REGION1,CRPOTH,2029,0.339
REGION1,CRPPEA,2029,0.043
REGION1,CRPPTW,2029,0.00013
REGION1,CRPRAP,2029,0.096
REGION1,CRPRYE,2029,0.0024
REGION1,CRPWHE,2029,0.085
REGION1,CRU,2029,0
REGION1,DSL,2029,0
REGION1,ELCB01,2029,0
REGION1,ELCB02,2029,0
REGION1,GEO,2029,0
REGION1,GSL,2029,0
REGION1,HFO,2029,0
REGION1,HYD,2029,0
REGION1,INDBIO,2029,161.08
REGION1,INDDSL,2029,111.29
REGION1,INDELCB02,2029,0
REGION1,INDNGS,2029,286.56
REGION1,JFL,2029,0
REGION1,KER,2029,0
REGION1,LALFHIBC1,2029,0
REGION1,LALFHRBC1,2029,0
REGION1,LALFIIBC1,2029,0
REGION1,LALFIRBC1,2029,0
REGION1,LALFLRBC1,2029,0
REGION1,LBARBC1,2029,0
REGION1,LBC1,2029,0
REGION1,LBLTBC1,2029,0
REGION1,LBRLHIBC1,2029,0
REGION1,LBRLHRBC1,2029,0
REGION1,LBRLIIBC1,2029,0
REGION1,LBRLIRBC1,2029,0
REGION1,LBRLLRBC1,2029,0
REGION1,LFORBC1,2029,0
REGION1,LGRSBC1,2029,0
REGION1,LMAIHIBC1,2029,0
REGION1,LMAIHRBC1,2029,0
REGION1,LMAIIIBC1,2029,0
REGION1,LMAIIRBC1,2029,0
REGION1,LMAILRBC1,2029,0
REGION1,LND4PWR,2029,4.0707
REGION1,LOATHIBC1,2029,0
REGION1,LOATHRBC1,2029,0
REGION1,LOATIIBC1,2029,0
REGION1,LOATIRBC1,2029,0
REGION1,LOATLRBC1,2029,0
REGION1,LOTHBC1,2029,0
REGION1,LOTHHIBC1,2029,0
REGION1,LOTHHRBC1,2029,0
REGION1,LOTHIIBC1,2029,0
REGION1,LOTHIRBC1,2029,0
REGION1,LOTHLRBC1,2029,0
REGION1,LPEAHIBC1,2029,0
REGION1,LPEAHRBC1,2029,0
REGION1,LPEAIIBC1,2029,0
REGION1,LPEAIRBC1,2029,0
REGION1,LPEALRBC1,2029,0
REGION1,LPG,2029,0
REGION1,LPTWHIBC1,2029,0
REGION1,LPTWHRBC1,2029,0
REGION1,LPTWIIBC1,2029,0
REGION1,LPTWIRBC1,2029,0
REGION1,LPTWLRBC1,2029,0
REGION1,LRAPHIBC1,2029,0
REGION1,LRAPHRBC1,2029,0
REGION1,LRAPIIBC1,2029,0
REGION1,LRAPIRBC1,2029,0
REGION1,LRAPLRBC1,2029,0
REGION1,LRYEHIBC1,2029,0
REGION1,LRYEHRBC1,2029,0
REGION1,LRYEIIBC1,2029,0
REGION1,LRYEIRBC1,2029,0
REGION1,LRYELRBC1,2029,0
REGION1,LWATBC1,2029,0
REGION1,LWHEHIBC1,2029,0
REGION1,LWHEHRBC1,2029,0
REGION1,LWHEIIBC1,2029,0
REGION1,LWHEIRBC1,2029,0
REGION1,LWHELRBC1,2029,0
REGION1,NGS,2029,0
REGION1,PUBWATBC1,2029,0.93
REGION1,PWRBIO,2029,0
REGION1,PWRGEO,2029,0
REGION1,PWRHYD,2029,0
REGION1,PWRNGS,2029,0
REGION1,PWRSOL,2029,0
REGION1,PWRURN,2029,0
REGION1,PWRWATBC1,2029,0
REGION1,PWRWND,2029,0
REGION1,RESBIO,2029,15.14
REGION1,RESELCB02,2029,0
REGION1,RESKER,2029,0.88
REGION1,RESNGS,2029,93.38
REGION1,SOL,2029,0
REGION1,TRABIO,2029,21.14
REGION1,TRADSL,2029,91.89
REGION1,TRAELCB02,2029,0
REGION1,TRAGSL,2029,131.41
REGION1,TRAHFO,2029,9.06
REGION1,TRAJFL,2029,40.96
REGION1,TRALPG,2029,3.17
REGION1,TRANGS,2029,5.58
REGION1,URN,2029,0
REGION1,WND,2029,0
REGION1,WTREVTBC1,2029,0
REGION1,WTRGRCBC1,2029,0
REGION1,WTRPRCBC1,2029,0
REGION1,WTRSURBC1,2029,0
REGION1,AGRDSL,2030,21.4
REGION1,AGRELCB02,2030,0
REGION1,AGRNGS,2030,0
REGION1,AGRWATBC1,2030,0
REGION1,BIO,2030,0
REGION1,COA,2030,0
REGION1,COMBIO,2030,0.58
REGION1,COMELCB02,2030,0
REGION1,COMKER,2030,12.41
REGION1,COMNGS,2030,91.68
REGION1,CRPALF,2030,1.45
REGION1,CRPBAR,2030,0.082
REGION1,CRPMAI,2030,0.66
REGION1,CRPOAT,2030,0.078
REGION1,CRPOTH,2030,0.347
REGION1,CRPPEA,2030,0.044
REGION1,CRPPTW,2030,0.00014
REGION1,CRPRAP,2030,0.098
REGION1,CRPRYE,2030,0.0024
REGION1,CRPWHE,2030,0.086
REGION1,CRU,2030,0
REGION1,DSL,2030,0
REGION1,ELCB01,2030,0
REGION1,ELCB02,2030,0
REGION1,GEO,2030,0
REGION1,GSL,2030,0
REGION1,HFO,2030,0
REGION1,HYD,2030,0
REGION1,INDBIO,2030,160.31
REGION1,INDDSL,2030,111.38
REGION1,INDELCB02,2030,0
REGION1,INDNGS,2030,304.7
REGION1,JFL,2030,0
REGION1,KER,2030,0
REGION1,LALFHIBC1,2030,0
REGION1,LALFHRBC1,2030,0
REGION1,LALFIIBC1,2030,0
REGION1,LALFIRBC1,2030,0
REGION1,LALFLRBC1,2030,0
REGION1,LBARBC1,2030,0
REGION1,LBC1,2030,0
REGION1,LBLTBC1,2030,0
